kp_0_x,kp_0_y,kp_0_conf,kp_1_x,kp_1_y,kp_1_conf,kp_2_x,kp_2_y,kp_2_conf,kp_3_x,kp_3_y,kp_3_conf,kp_4_x,kp_4_y,kp_4_conf,kp_5_x,kp_5_y,kp_5_conf,kp_6_x,kp_6_y,kp_6_conf,kp_7_x,kp_7_y,kp_7_conf,kp_8_x,kp_8_y,kp_8_conf,kp_9_x,kp_9_y,kp_9_conf,kp_10_x,kp_10_y,kp_10_conf,kp_11_x,kp_11_y,kp_11_conf,kp_12_x,kp_12_y,kp_12_conf,kp_13_x,kp_13_y,kp_13_conf,kp_14_x,kp_14_y,kp_14_conf,kp_15_x,kp_15_y,kp_15_conf,kp_16_x,kp_16_y,kp_16_conf,label
343.8054504394531,97.81535339355469,0.9985842704772949,362.7296447753906,81.25901794433594,0.9941113591194153,326.2742614746094,80.34870910644531,0.9954959154129028,385.51922607421875,99.17523193359375,0.8822169303894043,300.59796142578125,97.02488708496094,0.9021921753883362,431.38885498046875,207.48915100097656,0.9935054779052734,250.81240844726562,206.73330688476562,0.9976658821105957,500.2749938964844,335.2395324707031,0.9497511982917786,182.9384307861328,333.7450866699219,0.9818284511566162,542.56298828125,422.4223937988281,0.837696373462677,137.7681427001953,427.6851501464844,0.9105445146560669,409.0573425292969,460.26214599609375,0.783604085445404,281.31793212890625,460.01068115234375,0.8494986295700073,452.6524658203125,480.0,0.00938811432570219,217.09237670898438,471.1448974609375,0.013316310942173004,512.1354370117188,480.0,0.000572037126403302,256.19329833984375,458.6220397949219,0.0007252371869981289,0
343.2622985839844,97.68186950683594,0.9985811710357666,362.6593933105469,81.75578308105469,0.9943332672119141,325.82537841796875,80.45626831054688,0.9953067898750305,386.0430603027344,101.3304443359375,0.8903486728668213,300.493408203125,98.36227416992188,0.8949164748191833,431.18402099609375,209.46389770507812,0.9936269521713257,251.38319396972656,208.1075439453125,0.9975595474243164,499.2144775390625,334.8320007324219,0.9520174264907837,183.85443115234375,333.4151306152344,0.9812271595001221,541.794189453125,421.88629150390625,0.844579815864563,137.326171875,430.4842834472656,0.9078704714775085,408.04754638671875,460.98712158203125,0.7837915420532227,280.600341796875,460.3009948730469,0.8455931544303894,450.91217041015625,480.0,0.009598186239600182,214.98370361328125,468.11090087890625,0.013180989772081375,508.66448974609375,480.0,0.0005999188870191574,253.5229949951172,456.11968994140625,0.0007451408309862018,0
343.3440246582031,97.36856079101562,0.998565137386322,362.43438720703125,81.14942932128906,0.9943398833274841,326.0111083984375,80.22480773925781,0.9952033758163452,385.7618103027344,99.97456359863281,0.8935887217521667,301.2564697265625,97.88529968261719,0.8936731815338135,432.13824462890625,208.6054229736328,0.9937538504600525,251.54522705078125,207.91769409179688,0.997562050819397,499.423095703125,335.60955810546875,0.9520565271377563,183.651611328125,334.6482238769531,0.9806078672409058,543.146728515625,421.60711669921875,0.8406206369400024,135.30885314941406,430.8084716796875,0.9028558731079102,408.8744812011719,460.9970703125,0.7757633328437805,281.0855407714844,460.4784240722656,0.8380556106567383,452.59259033203125,480.0,0.009099850431084633,215.86392211914062,467.346435546875,0.012333056889474392,514.3685913085938,480.0,0.0005647180369123816,256.6549987792969,454.69110107421875,0.0006991245900280774,0
344.18511962890625,96.99418640136719,0.9985888600349426,363.4522399902344,81.06732177734375,0.9942785501480103,327.0373840332031,79.77839660644531,0.9953510761260986,386.2801513671875,100.50518798828125,0.8890479803085327,301.7474670410156,97.41830444335938,0.8972613215446472,432.13427734375,209.70362854003906,0.9937704205513,250.7839813232422,207.71932983398438,0.9975336790084839,501.1019592285156,337.94329833984375,0.9517413377761841,183.99537658691406,334.63421630859375,0.9802500009536743,544.6777954101562,423.2544250488281,0.8397684097290039,136.2163543701172,430.5514221191406,0.9018718600273132,408.4492492675781,462.7999267578125,0.7664545774459839,280.1692810058594,461.95916748046875,0.8297945261001587,453.18115234375,480.0,0.008533051237463951,215.70565795898438,468.0482177734375,0.011518503539264202,516.525390625,480.0,0.0005284599610604346,258.87457275390625,456.7635192871094,0.0006497467984445393,0
344.3245544433594,97.39056396484375,0.9985644221305847,363.0422058105469,80.9429931640625,0.9940599799156189,326.95111083984375,80.1849365234375,0.9953585267066956,385.4149169921875,99.08296203613281,0.8834595084190369,301.47998046875,97.29940795898438,0.9005330204963684,431.2002868652344,207.97357177734375,0.9938045740127563,250.83706665039062,207.64720153808594,0.9975985884666443,499.13134765625,335.9125671386719,0.9519988298416138,183.46604919433594,335.43072509765625,0.9806039929389954,543.4326171875,421.427001953125,0.8397879004478455,135.5644073486328,429.9300537109375,0.903087854385376,406.80194091796875,460.6347351074219,0.7809749245643616,279.4442443847656,460.35772705078125,0.8417484760284424,449.515380859375,480.0,0.009277168661355972,214.70223999023438,470.3662414550781,0.012500484474003315,512.3218994140625,480.0,0.000561305379960686,255.90557861328125,457.2526550292969,0.0006884557660669088,0
344.3276672363281,97.716552734375,0.9985874891281128,363.3662414550781,81.162109375,0.9940246939659119,326.7681579589844,80.05908203125,0.9955359697341919,386.052978515625,99.49977111816406,0.8809472918510437,300.9172058105469,96.94723510742188,0.9041820764541626,432.078369140625,209.83934020996094,0.9936349391937256,250.7852783203125,207.73089599609375,0.9976959824562073,500.7218322753906,338.84149169921875,0.9482828974723816,184.44261169433594,335.2271423339844,0.9814930558204651,544.0911254882812,422.3643798828125,0.8334720134735107,138.283447265625,431.76788330078125,0.9067347049713135,408.0240783691406,461.5836486816406,0.7766936421394348,280.3233642578125,460.5450439453125,0.8445163369178772,450.30657958984375,480.0,0.009298852644860744,216.361572265625,470.4376525878906,0.013211079873144627,511.1263427734375,480.0,0.0005750925047323108,256.96392822265625,457.53173828125,0.0007308110943995416,0
345.4930114746094,97.08024597167969,0.9984084963798523,363.50762939453125,80.81182861328125,0.9924768805503845,327.18695068359375,80.2998046875,0.9956679344177246,385.87152099609375,99.33552551269531,0.849324107170105,300.68829345703125,97.84358215332031,0.9272079467773438,432.2398376464844,209.14927673339844,0.9939196109771729,247.96408081054688,206.3399200439453,0.9975357055664062,497.2807312011719,337.1443786621094,0.9421655535697937,177.76031494140625,334.4131774902344,0.9794902205467224,543.1095581054688,424.57769775390625,0.8073943257331848,158.7693634033203,437.9805908203125,0.9011313319206238,408.4797058105469,461.6315002441406,0.7827560305595398,279.92315673828125,462.07647705078125,0.8487164378166199,452.78936767578125,480.0,0.008947433903813362,231.39125061035156,480.0,0.012716630473732948,505.38470458984375,480.0,0.0005209270166233182,274.7899169921875,463.6575927734375,0.00065745780011639,0
345.16851806640625,97.66915893554688,0.9984169006347656,363.4402160644531,81.36137390136719,0.9926908612251282,326.6738586425781,80.92294311523438,0.9956199526786804,386.47747802734375,99.94407653808594,0.855197012424469,300.3969421386719,98.61741638183594,0.925031840801239,432.7502746582031,208.61318969726562,0.9938293099403381,247.81723022460938,206.22938537597656,0.9975197911262512,495.7874755859375,333.5216369628906,0.9439907073974609,177.2390594482422,331.9097900390625,0.9800781011581421,541.4769897460938,423.6140441894531,0.8143715262413025,159.12503051757812,436.65765380859375,0.9046592116355896,408.45611572265625,461.38824462890625,0.7883702516555786,279.1526184082031,461.8135070800781,0.8529850244522095,452.671875,480.0,0.00919918529689312,228.2139892578125,480.0,0.013032210990786552,504.20245361328125,480.0,0.0005378915229812264,270.3768310546875,462.4934387207031,0.0006788303144276142,0
345.09588623046875,97.96316528320312,0.998456597328186,362.9088134765625,81.05712890625,0.9925581216812134,326.2119445800781,81.08169555664062,0.9957905411720276,385.9169921875,98.36323547363281,0.8454284071922302,299.7878723144531,98.22489929199219,0.9267985820770264,432.56353759765625,207.89920043945312,0.9937363862991333,248.51197814941406,204.8827667236328,0.9974965453147888,497.1348571777344,334.22467041015625,0.9427829384803772,177.80743408203125,330.1225891113281,0.980545163154602,543.8271484375,422.975341796875,0.816368043422699,160.34210205078125,438.361572265625,0.9083694219589233,406.8329772949219,461.3291931152344,0.7840343713760376,278.2298583984375,461.5194091796875,0.8511750102043152,452.0322265625,480.0,0.009057690389454365,230.4237518310547,480.0,0.01312148105353117,502.61895751953125,480.0,0.0005320094060152769,269.27197265625,462.4112548828125,0.0006796702509745955,0
345.51654052734375,98.89360046386719,0.9984500408172607,363.1607971191406,81.85050964355469,0.992566704750061,326.9867858886719,81.79829406738281,0.9956772923469543,385.5013427734375,98.647216796875,0.8460899591445923,300.53985595703125,98.2552490234375,0.9255335927009583,432.3919677734375,208.99551391601562,0.9940807223320007,248.13619995117188,206.211669921875,0.9974527955055237,497.0047607421875,337.2902526855469,0.9446067810058594,177.69073486328125,333.6267395019531,0.9789913892745972,544.234130859375,425.5318603515625,0.8146573305130005,158.87049865722656,439.095458984375,0.9005580544471741,407.2465515136719,463.912353515625,0.7804707884788513,278.8043212890625,464.1607666015625,0.8433926105499268,451.0367736816406,480.0,0.008677273988723755,230.26368713378906,480.0,0.011980995535850525,505.19329833984375,480.0,0.0005037752562202513,272.5843200683594,464.2215881347656,0.0006238747737370431,0
